5.49 2.72 6.15 6.36 8.43 7.71 
3.1 2.89 3.93 4.49 6.19 6.61 
3.54 7.63 8.72 7.97 6.94 8.31 
3.89 8.6 8.97 8.47 7.39 8.64 
3.81 2.81 3.16 5.59 1.57 4.24 
4.78 7.89 8.97 8.64 8.81 8.81 
3.01 0.96 6.15 6.53 1.94 5.85 
6.99 6.49 7.86 6.95 6.42 7.12 
3.19 0.88 2.74 3.64 1.57 4.07 
5.49 2.89 7.26 7.29 6.94 5.17 
6.73 5.96 8.03 6.78 6.94 7.71 
1.33 0.61 3.59 4.07 4.4 3.47 
5.75 5.26 8.12 9.15 7.54 7.29 
7.35 2.81 5.21 4.49 5.37 4.92 
7.61 8.68 7.95 7.29 9.1 8.73 
6.81 5.44 7.61 7.12 6.42 7.88 
7.26 8.16 8.97 9.15 9.63 7.88 
4.42 5.09 7.09 7.54 7.54 8.22 
5.75 8.6 7.95 7.8 6.19 7.29 
5.13 2.89 6.07 5.34 3.73 6.1 
2.48 4.3 4.1 3.73 4.1 6.36 
4.51 3.51 7.01 5.59 4.93 3.98 
2.74 3.07 2.48 3.56 2.61 5.25 
2.92 1.05 6.15 6.02 4.18 4.41 
2.92 2.72 1.88 2.2 2.91 3.22 
5.58 3.25 7.18 6.19 4.55 3.73 
2.48 2.11 4.36 3.31 4.85 3.22 
7.08 5.61 7.26 8.14 6.94 7.63 
3.54 2.89 2.14 2.88 4.33 3.05 
2.3 1.67 2.05 4.58 3.73 5.51 
4.16 2.54 5.38 4.75 4.1 5.42 
3.54 2.81 2.74 1.95 2.16 2.12 
4.96 8.07 8.21 7.88 8.21 5.51 
8.76 7.98 8.8 8.47 8.66 8.9 
8.85 6.49 9.74 9.83 6.04 7.54 
3.72 3.51 0.17 0.42 4.33 0.59 
8.41 8.77 8.46 8.56 8.73 8.73 
3.63 2.98 3.76 3.9 8.51 8.56 
4.16 2.37 5.64 5.42 3.36 6.36 
1.24 0.79 4.79 4.07 3.21 0.42 
2.74 3.68 7.69 4.75 5.3 7.88 
5.84 6.23 8.46 8.14 7.84 6.86 
8.32 7.02 8.38 8.39 8.43 9.07 
7.26 5.61 8.12 8.05 7.61 7.63 
2.92 3.07 3.25 4.66 4.93 7.29 
6.73 6.32 9.23 8.64 9.93 8.73 
3.63 3.51 0 0.68 4.25 1.19 
8.23 7.89 9.4 9.32 6.04 8.9 
6.99 8.33 8.12 8.05 6.87 8.9 
1.68 3.25 4.7 4.49 7.16 6.78 
5.66 4.82 7.52 7.2 6.49 7.2 
2.92 3.07 3.93 3.31 5 7.97 
2.65 1.84 4.27 4.07 4.63 4.07 
3.54 7.37 4.96 5.34 3.66 4.41 
6.02 6.58 6.75 5.68 3.73 6.53 
8.67 7.37 9.23 10 5.9 7.97 
7.43 8.51 9.15 8.9 7.09 8.9 
4.07 6.4 5.64 5.17 4.55 5 
1.42 0.79 3.08 3.64 5.22 6.69 
8.05 6.23 9.49 9.32 7.16 8.31 
8.5 8.33 8.46 8.64 8.28 9.15 
6.55 8.68 8.12 8.47 8.81 7.63 
3.1 2.81 1.88 1.27 3.81 2.2 
6.11 3.6 7.09 7.2 6.94 6.53 
2.48 3.77 2.91 3.9 2.01 5.17 
1.5 0.18 6.24 4.58 2.99 6.02 
7.43 4.91 9.15 8.31 7.39 7.88 
7.61 7.89 7.86 8.14 8.28 8.98 
7.17 9.3 10 9.41 6.19 8.73 
3.72 2.11 6.5 2.63 1.42 4.83 
7.61 5.35 8.8 9.15 10 8.81 
7.7 8.6 8.38 7.46 8.51 9.07 
4.42 2.54 3.25 2.88 3.66 2.2 
2.83 4.21 0.17 1.61 4.55 2.97 
9.29 7.19 8.89 8.64 7.16 9.32 
7.61 6.32 9.4 8.98 7.01 8.14 
3.89 4.12 4.7 4.83 5.75 5.25 
3.45 4.39 5.81 7.88 7.99 7.63 
2.74 4.3 4.36 6.27 3.88 2.54 
2.48 3.86 2.05 3.56 3.88 4.32 
5.84 4.47 7.26 7.29 6.79 7.88 
1.95 3.25 1.79 1.86 4.78 5.42 
2.48 2.28 7.18 4.58 5.52 8.73 
5.93 8.77 9.06 8.73 8.73 8.05 
6.9 1.4 4.36 3.9 4.93 7.12 
3.89 4.3 5.3 4.83 5.82 5 
2.21 0.18 3.68 4.49 1.12 5.08 
6.37 4.91 7.86 8.98 6.87 7.46 
7.52 8.86 9.06 7.8 8.28 8.47 
4.34 1.75 4.7 3.31 4.85 2.46 
9.82 7.54 8.89 8.81 8.06 9.49 
6.19 7.37 7.09 8.73 9.25 8.81 
2.21 2.54 3.08 3.14 6.34 5.42 
4.96 5.61 6.92 6.02 8.06 7.8 
2.83 5 8.21 6.53 8.43 8.31 
2.74 2.46 5.13 4.49 5.52 6.69 
5.22 7.54 8.72 8.31 8.81 8.56 
6.81 5.61 8.29 7.71 6.12 7.12 
3.01 2.72 2.05 2.88 2.54 6.19 
2.04 2.02 5.13 4.41 5.75 8.47 
7.17 5.61 5.81 5.76 5.07 5.42 
1.86 2.28 7.18 6.02 4.63 6.02 
3.27 3.95 8.03 6.69 8.66 8.31 
3.72 2.98 6.5 6.44 2.99 4.75 
3.54 4.04 5.3 3.22 8.66 8.31 
2.57 4.74 3.93 5.42 6.49 8.64 
1.95 0.61 5.38 5.59 3.21 3.73 
2.48 2.28 5.13 6.44 4.85 3.73 
5.66 4.56 7.69 6.1 6.94 7.71 
3.27 4.82 3.68 5.51 4.18 6.19 
8.23 8.68 8.8 7.29 8.36 8.81 
3.45 3.77 3.16 1.27 3.81 0.76 
2.57 1.58 3.08 0.85 4.85 1.86 
8.5 7.81 8.8 8.56 8.36 9.58 
2.92 2.54 3.08 1.86 5.15 4.24 
8.67 6.58 7.01 5.76 6.79 8.22 
5.22 8.33 8.72 8.31 9.4 7.2 
3.1 2.28 6.84 5.85 3.73 5 
8.32 8.51 8.55 8.39 7.91 8.9 
3.36 7.46 5.38 6.19 2.99 4.24 
8.5 5.26 9.32 8.56 6.72 7.8 
6.37 7.46 8.03 7.63 7.76 7.88 
3.36 2.46 2.14 2.12 3.43 3.9 
6.19 5.53 8.89 9.07 7.31 8.14 
4.87 3.77 6.67 8.47 8.43 8.22 
3.19 2.19 6.84 5.93 5.37 6.1 
0.44 0.79 5.73 5.76 0 5.25 
1.95 1.84 3.25 3.14 6.57 4.41 
2.39 2.98 4.62 4.24 4.25 3.39 
5.49 5.09 7.69 6.69 8.13 8.47 
7.88 7.54 9.06 8.9 9.18 8.56 
8.76 7.81 9.06 8.81 8.58 8.64 
4.16 3.51 6.32 6.1 3.66 5.68 
5.4 7.54 7.18 7.97 7.91 5.76 
9.2 8.6 8.97 8.98 9.33 8.31 
3.01 3.6 5.47 5.08 5.3 2.63 
9.65 5.26 9.66 9.75 6.34 6.27 
8.58 7.46 5.81 5.34 6.12 8.31 
0.8 0 2.22 2.46 3.96 2.29 
6.81 5.61 8.12 7.37 6.34 7.37 
3.54 3.42 1.2 1.95 3.96 1.61 
4.25 7.54 7.95 8.81 8.43 8.81 
4.69 3.16 6.24 4.75 3.96 6.1 
8.41 5.88 8.89 9.32 9.25 9.24 
8.14 6.67 7.09 5.76 6.64 7.8 
7.26 8.42 7.69 7.88 7.91 9.07 
7.08 8.77 8.55 9.83 6.79 7.88 
2.39 3.6 1.79 1.78 5.52 6.27 
4.25 3.25 2.56 3.31 4.18 2.03 
6.99 5.96 7.52 7.03 6.49 7.29 
7.7 8.33 8.55 8.39 8.36 8.47 
3.36 2.98 2.05 0.59 4.55 0.25 
6.02 3.86 6.58 8.22 6.42 7.2 
8.5 6.23 7.95 8.22 6.42 8.22 
3.81 1.49 4.87 6.1 2.46 6.69 
5.93 8.16 7.95 7.71 8.81 7.97 
2.3 4.21 6.92 3.73 8.28 8.39 
5.22 0.35 5.73 5.17 5 4.66 
4.69 2.37 5.38 5.93 4.1 5 
6.11 5.35 8.03 7.8 6.64 7.46 
1.06 0.96 3.68 3.56 3.51 3.47 
5.22 8.42 8.46 8.47 7.99 7.2 
8.5 8.07 9.4 10 5.97 7.97 
4.51 5.44 6.07 7.12 7.91 7.88 
4.07 5.35 8.12 6.27 8.21 8.14 
2.65 0.7 5.38 4.41 2.31 4.66 
5.04 6.93 8.89 8.56 8.81 8.9 
5.58 8.16 8.63 8.47 8.66 8.81 
2.92 3.42 3.76 3.9 2.09 4.15 
3.45 5.7 3.5 7.29 7.76 8.39 
4.16 2.19 4.1 2.63 3.96 4.41 
5.93 4.91 7.44 8.14 5 7.03 
